,stationname,cluster,ID,lat,lon,track_id,Area
452,051-0387_N,39,051-0387,32.2002,-81.18769,001-0185,
453,063-1085_N,46,063-1085,33.60148,-84.33978,001-0185,
454,063-1085_S,46,063-1085,33.60148,-84.33978,001-0185,
455,089-3363_S,87,089-3363,33.8765,-84.24943,001-0185,
456,089-3363_N,87,089-3363,33.8765,-84.24943,001-0185,
457,089-9907_E,22,089-9907,33.81317,-84.2559,001-0185,
458,023-0152_N,104,023-0152,32.41343,-83.35674,001-0185,
459,023-0152_S,104,023-0152,32.41343,-83.35674,001-0185,
460,153-0198_N,24,153-0198,32.38214,-83.76813,001-0185,
461,153-0198_S,24,153-0198,32.38214,-83.76813,001-0185,
462,127-0107_E,3,127-0107,31.13219,-81.56179,001-0185,
463,127-0107_W,3,127-0107,31.13219,-81.56179,001-0185,
464,121-0516_S,147,121-0516,33.5945,-84.49743,001-0185,
465,121-0516_N,147,121-0516,33.5945,-84.49743,001-0185,
466,219-0203_N,74,219-0203,33.85285,-83.45137,001-0185,
467,219-0203_S,74,219-0203,33.85285,-83.45137,001-0185,
468,117-0059_N,158,117-0059,34.32176,-84.13818,001-0185,
469,117-0059_S,158,117-0059,34.32176,-84.13818,001-0185,
470,121-9420_S,184,121-9420,33.79762,-84.3941,001-0185,
471,089-9707_W,178,089-9707,33.91412,-84.2869,001-0185,
472,039-0145_E,121,039-0145,30.78498,-81.63993,001-0185,
473,039-0145_W,121,039-0145,30.78498,-81.63993,001-0185,
474,051-0649_E,69,051-0649,32.08181,-81.12215,001-0185,
475,051-0649_W,69,051-0649,32.08181,-81.12215,001-0185,
476,089-9305_W,157,089-9305,33.81839,-84.2477,001-0185,
477,089-9012_N,99,089-9012,33.89112,-84.25682,001-0185,
478,121-9178_S,18,121-9178,33.79647,-84.39434,001-0185,
479,051-0443_E,173,051-0443,32.0586,-81.02247,001-0185,
